Position (m),Velocity (m/s),Acceleration (m/s²),Time (s)
0.1854,-7.42E-05,0.1376,221.45
0.1856,0.0068,0.1376,221.5
0.1861,0.0137,0.138,221.55
0.187,0.0206,0.1037,221.6
0.1882,0.0241,0.0518,221.65
0.1894,0.0258,0.0348,221.7
0.1907,0.0275,7.68E-04,221.75
0.1921,0.0259,-0.0684,221.8
0.1933,0.0207,-0.1032,221.85
0.1942,0.0155,-0.103,221.9
0.1949,0.0104,-0.12,221.95
0.1952,0.0035,-0.1548,222
0.1952,-0.0051,-0.1552,222.05
0.1947,-0.012,-0.1206,222.1
0.194,-0.0171,-0.1034,222.15
0.193,-0.0223,-0.0866,222.2
0.1918,-0.0258,-0.035,222.25
0.1904,-0.0258,0.017,222.3
0.1892,-0.0241,0.0342,222.35
0.188,-0.0224,0.051,222.4
0.187,-0.019,0.1027,222.45
0.1861,-0.0121,0.155,222.5
0.1858,-0.0035,0.1378,222.55
0.1858,0.0016,0.1202,222.6
0.1859,0.0085,0.138,222.65
0.1866,0.0154,0.1036,222.7
0.1875,0.0189,0.069,222.75
0.1885,0.0223,0.052,222.8
0.1897,0.0241,0.0178,222.85
0.1909,0.0241,-0.0338,222.9
0.1921,0.0207,-0.086,222.95
0.193,0.0155,-0.0858,223
0.1937,0.0121,-0.1028,223.05
0.1942,0.0052,-0.1378,223.1
0.1942,-0.0017,-0.1204,223.15
0.194,-0.0068,-0.1206,223.2
0.1935,-0.0137,-0.1038,223.25
0.1926,-0.0172,-0.0516,223.3
0.1918,-0.0189,-0.052,223.35
0.1908,-0.0224,-0.018,223.4
0.1896,-0.0207,0.0516,223.45
0.1887,-0.0172,0.0514,223.5
0.1878,-0.0155,0.0682,223.55
0.1871,-0.0104,0.1204,223.6
0.1868,-0.0035,0.1204,223.65
0.1868,0.0016,0.1202,223.7
0.187,0.0085,0.1382,223.75
0.1876,0.0155,0.0867,223.8
0.1885,0.0172,0.017,223.85
0.1894,0.0172,0.0344,223.9
0.1902,0.0206,0.0354,223.95
0.1914,0.0207,-0.0512,224
0.1923,0.0155,-0.0862,224.05
0.193,0.0121,-0.0686,224.1
0.1935,0.0087,-0.0854,224.15
0.1938,0.0035,-0.1376,224.2
0.1938,-0.0051,-0.1382,224.25
0.1933,-0.0103,-0.086,224.3
0.1928,-0.0137,-0.0862,224.35
0.192,-0.0189,-0.0694,224.4
0.1909,-0.0206,-0.0174,224.45
0.1899,-0.0206,-3.76E-04,224.5
0.1889,-0.0207,0.034,224.55
0.1878,-0.0172,0.0686,224.6
0.1871,-0.0138,0.0854,224.65
0.1864,-0.0087,0.1376,224.7
0.1863,-5.59E-05,0.138,224.75
0.1864,0.0051,0.103,224.8
0.1868,0.0102,0.1206,224.85
0.1875,0.0172,0.1038,224.9
0.1885,0.0206,0.0516,224.95
0.1895,0.0223,0.052,225
0.1907,0.0258,0.0183,225.05
0.1921,0.0242,-0.0858,225.1
0.1931,0.0172,-0.1036,225.15
0.1938,0.0138,-0.0684,225.2
0.1945,0.0104,-0.1026,225.25
0.1949,0.0035,-0.1548,225.3
0.1949,-0.0051,-0.1554,225.35
0.1944,-0.012,-0.1034,225.4
0.1937,-0.0154,-0.0858,225.45
0.1928,-0.0206,-0.1038,225.5
0.1916,-0.0258,-0.0522,225.55
0.1902,-0.0258,-1.88E-04,225.6
0.189,-0.0258,0.0165,225.65
0.1877,-0.0242,0.0855,225.7
0.1866,-0.0173,0.1378,225.75
0.1859,-0.0104,0.1204,225.8
0.1856,-0.0052,0.1202,225.85
0.1854,0.0016,0.1376,225.9
0.1858,0.0085,0.1376,225.95
0.1863,0.0154,0.1381,226
0.1873,0.0223,0.0867,226.05
0.1885,0.0241,0.0172,226.1
0.1897,0.0241,0.0174,226.15
0.1909,0.0258,7.68E-04,226.2
0.1923,0.0241,-0.0686,226.25
0.1933,0.019,-0.0858,226.3
0.1942,0.0156,-0.1028,226.35
0.1949,0.0087,-0.1376,226.4
0.195,0.0018,-0.1374,226.45
0.1951,-0.0051,-0.155,226.5
0.1945,-0.0137,-0.1382,226.55
0.1937,-0.0189,-0.0862,226.6
0.1927,-0.0223,-0.0692,226.65
0.1915,-0.0258,-0.0352,226.7
0.1901,-0.0258,0.0342,226.75
0.1889,-0.0224,0.0516,226.8
0.1878,-0.0207,0.051,226.85
0.1868,-0.0173,0.1027,226.9
0.1861,-0.0104,0.155,226.95
0.1858,-0.0018,0.138,227
0.1859,0.0034,0.103,227.05
0.1861,0.0085,0.1204,227.1
0.1868,0.0154,0.1209,227.15
0.1876,0.0206,0.0694,227.2
0.1888,0.0224,0.0174,227.25
0.1899,0.0224,3.84E-04,227.3
0.1911,0.0224,-0.0338,227.35
0.1921,0.019,-0.086,227.4
0.193,0.0138,-0.086,227.45
0.1935,0.0104,-0.0854,227.5
0.194,0.0053,-0.1374,227.55
0.194,-0.0034,-0.1554,227.6
0.1937,-0.0103,-0.1036,227.65
0.193,-0.0137,-0.0688,227.7
0.1923,-0.0172,-0.0692,227.75
0.1913,-0.0206,-0.035,227.8
0.1902,-0.0207,0.017,227.85
0.1892,-0.0189,0.034,227.9
0.1883,-0.0173,0.0684,227.95
0.1875,-0.0121,0.1034,228
0.1871,-0.0069,0.0856,228.05
0.1868,-0.0035,0.1202,228.1
0.1868,0.0051,0.1382,228.15
0.1873,0.0103,0.0862,228.2
0.1878,0.0137,0.069,228.25
0.1887,0.0172,0.0518,228.3
0.1895,0.0189,0.0348,228.35
0.1906,0.0207,5.74E-04,228.4
0.1916,0.019,-0.0512,228.45
0.1925,0.0155,-0.0858,228.5
0.1932,0.0104,-0.1034,228.55
0.1935,0.0052,-0.0858,228.6
0.1937,0.0018,-0.1028,228.65
0.1937,-0.0051,-0.138,228.7
0.1932,-0.012,-0.1036,228.75
0.1925,-0.0154,-0.0688,228.8
0.1916,-0.0189,-0.0694,228.85
0.1906,-0.0224,-0.0178,228.9
0.1894,-0.0207,0.0344,228.95
0.1885,-0.0189,0.034,229
0.1875,-0.0173,0.0682,229.05
0.1868,-0.0121,0.1202,229.1
0.1863,-0.0052,0.1378,229.15
0.1863,0.0017,0.1206,229.2
0.1864,0.0068,0.1032,229.25
0.187,0.012,0.1032,229.3
0.1876,0.0171,0.1036,229.35
0.1887,0.0223,0.0695,229.4
0.1899,0.0241,3.80E-04,229.45
0.1911,0.0224,-0.0344,229.5
0.1921,0.0207,-0.034,229.55
0.1931,0.019,-0.0682,229.6
0.194,0.0138,-0.1204,229.65
0.1945,0.0069,-0.1204,229.7
0.1947,0.0018,-0.12,229.75
0.1947,-0.0051,-0.1552,229.8
0.1942,-0.0137,-0.121,229.85
0.1933,-0.0172,-0.0686,229.9
0.1925,-0.0206,-0.0864,229.95
0.1913,-0.0258,-0.0524,230
0.1899,-0.0258,0.017,230.05
0.1887,-0.0241,0.034,230.1
0.1875,-0.0224,0.0683,230.15
0.1865,-0.0173,0.1202,230.2
0.1858,-0.0104,0.1376,230.25
0.1854,-0.0035,0.1376,230.3
0.1854,0.0034,0.1376,230.35
0.1858,0.0102,0.1378,230.4
0.1864,0.0171,0.1209,230.45
0.1875,0.0223,0.0692,230.5
0.1887,0.0241,0.0346,230.55
0.1899,0.0258,0.018,230.6
0.1913,0.0259,-0.0512,230.65
0.1925,0.0207,-0.0862,230.7
0.1933,0.0172,-0.0684,230.75
0.1942,0.0138,-0.1028,230.8
0.1947,0.007,-0.1376,230.85
0.1949,7.79E-05,-0.1376,230.9
0.1947,-0.0068,-0.138,230.95
0.1942,-0.0137,-0.1034,231
0.1933,-0.0171,-0.086,231.05
0.1925,-0.0223,-0.087,231.1
0.1911,-0.0258,-5.76E-04,231.15
0.1899,-0.0224,0.052,231.2
0.1889,-0.0206,0.0168,231.25
0.1878,-0.0207,0.0507,231.3
0.1868,-0.0156,0.1374,231.35
0.1863,-0.007,0.1552,231.4
0.1861,-5.59E-05,0.1206,231.45
0.1863,0.0051,0.1032,231.5
0.1866,0.0103,0.1034,231.55
0.1873,0.0154,0.0862,231.6
0.1882,0.0189,0.0692,231.65
0.1892,0.0224,0.0352,231.7
0.1904,0.0224,-0.0342,231.75
0.1914,0.0189,-0.0514,231.8
0.1923,0.0173,-0.0682,231.85
0.1932,0.0121,-0.1206,231.9
0.1935,0.0052,-0.1034,231.95
0.1937,0.0018,-0.0856,232
0.1937,-0.0034,-0.1206,232.05
0.1933,-0.0103,-0.1036,232.1
0.1926,-0.0137,-0.0688,232.15
0.192,-0.0172,-0.0694,232.2
0.1909,-0.0207,-0.0178,232.25
0.1899,-0.0189,0.0344,232.3
0.189,-0.0172,0.0342,232.35
0.1882,-0.0155,0.051,232.4
0.1875,-0.0121,0.1028,232.45
0.187,-0.0052,0.138,232.5
0.187,0.0017,0.1032,232.55
0.1871,0.0051,0.1032,232.6
0.1875,0.012,0.1038,232.65
0.1883,0.0155,0.0516,232.7
0.189,0.0172,0.052,232.75
0.19,0.0207,0.0178,232.8
0.1911,0.0189,-0.0342,232.85
0.1919,0.0172,-0.0512,232.9
0.1928,0.0138,-0.0858,232.95
0.1933,0.0087,-0.1032,233
0.1937,0.0035,-0.1032,233.05
0.1937,-0.0017,-0.103,233.1
0.1935,-0.0068,-0.1206,233.15
0.193,-0.0137,-0.1038,233.2
0.1921,-0.0172,-0.0518,233.25
0.1913,-0.0189,-0.0346,233.3
0.1902,-0.0206,-0.0176,233.35
0.1892,-0.0207,0.0168,233.4
0.1882,-0.019,0.0512,233.45
0.1873,-0.0155,0.0856,233.5
0.1866,-0.0104,0.1202,233.55
0.1863,-0.0035,0.1378,233.6
0.1863,0.0034,0.1206,233.65
0.1866,0.0085,0.103,233.7
0.1871,0.0137,0.1208,233.75
0.188,0.0206,0.0867,233.8
0.1892,0.0224,0.0172,233.85
0.1902,0.0223,0.0174,233.9
0.1914,0.0241,7.70E-04,233.95
0.1926,0.0224,-0.0684,234
0.1937,0.0173,-0.103,234.05
0.1944,0.0121,-0.1202,234.1
0.1949,0.0052,-0.1376,234.15
0.1949,-0.0016,-0.1378,234.2
0.1947,-0.0085,-0.1206,234.25
0.194,-0.0137,-0.1032,234.3
0.1933,-0.0189,-0.1036,234.35
0.1921,-0.0241,-0.0696,234.4
0.1909,-0.0258,-3.82E-04,234.45
0.1896,-0.0241,0.0344,234.5
0.1885,-0.0224,0.034,234.55
0.1873,-0.0207,0.0684,234.6
0.1865,-0.0155,0.1028,234.65
0.1858,-0.0104,0.1374,234.7
0.1854,-0.0018,0.1552,234.75
0.1856,0.0051,0.1204,234.8
0.1859,0.0102,0.1204,234.85
0.1866,0.0171,0.1209,234.9
0.1876,0.0223,0.0694,234.95
0.1888,0.0241,0.0174,235
0.19,0.0241,3.85E-04,235.05
0.1913,0.0241,-0.034,235.1
0.1925,0.0207,-0.0686,235.15
0.1933,0.0173,-0.0854,235.2
0.1942,0.0121,-0.1376,235.25
0.1945,0.0035,-0.138,235.3
0.1945,-0.0017,-0.103,235.35
0.1944,-0.0068,-0.1204,235.4
0.1939,-0.0137,-0.1208,235.45
0.193,-0.0189,-0.0866,235.5
0.192,-0.0224,-0.035,235.55
0.1908,-0.0224,0.0172,235.6
0.1897,-0.0206,0.0172,235.65
0.1887,-0.0207,0.0165,235.7
0.1877,-0.019,0.0854,235.75
0.1868,-0.0121,0.1378,235.8
0.1864,-0.0052,0.1206,235.85
0.1863,-5.59E-05,0.103,235.9
0.1864,0.0051,0.1204,235.95
0.1868,0.012,0.121,236
0.1876,0.0172,0.0692,236.05
0.1885,0.0189,0.0346,236.1
0.1895,0.0206,0.0176,236.15
0.1906,0.0207,-0.0166,236.2
0.1916,0.019,-0.0686,236.25
0.1925,0.0138,-0.0862,236.3
0.193,0.0104,-0.0684,236.35
0.1935,0.007,-0.1028,236.4
0.1937,7.74E-05,-0.138,236.45
0.1935,-0.0068,-0.1036,236.5
0.193,-0.0103,-0.0686,236.55
0.1925,-0.0137,-0.0862,236.6
0.1916,-0.0189,-0.0696,236.65
0.1906,-0.0207,-5.70E-04,236.7
0.1896,-0.019,0.0516,236.75
0.1887,-0.0155,0.0516,236.8
0.188,-0.0138,0.051,236.85
0.1873,-0.0104,0.1028,236.9
0.187,-0.0035,0.1378,236.95
0.187,0.0034,0.1208,237
0.1873,0.0086,0.0862,237.05
0.1878,0.012,0.0688,237.1
0.1885,0.0154,0.0692,237.15
0.1894,0.0189,0.0348,237.2
0.1904,0.0189,1.92E-04,237.25
0.1913,0.0189,-0.0166,237.3
0.1923,0.0173,-0.0684,237.35
0.193,0.0121,-0.1032,237.4
0.1935,0.0069,-0.1032,237.45
0.1937,0.0018,-0.103,237.5
0.1937,-0.0034,-0.1206,237.55
0.1933,-0.0103,-0.1036,237.6
0.1926,-0.0137,-0.0686,237.65
0.192,-0.0171,-0.0866,237.7
0.1909,-0.0224,-0.0352,237.75
0.1897,-0.0207,0.0346,237.8
0.1889,-0.0189,0.0168,237.85
0.1878,-0.019,0.051,237.9
0.187,-0.0138,0.1032,237.95
0.1865,-0.0087,0.103,238
0.1861,-0.0035,0.1202,238.05
0.1861,0.0034,0.1376,238.1
0.1864,0.0102,0.138,238.15
0.1871,0.0172,0.1039,238.2
0.1882,0.0206,0.0346,238.25
0.1892,0.0206,0.0172,238.3
0.1902,0.0224,0.0176,238.35
0.1914,0.0224,-0.0168,238.4
0.1925,0.0207,-0.051,238.45
0.1935,0.0173,-0.103,238.5
0.1942,0.0104,-0.1204,238.55
0.1945,0.0052,-0.12,238.6
0.1947,-0.0016,-0.155,238.65
0.1944,-0.0103,-0.1384,238.7
0.1937,-0.0155,-0.0688,238.75
0.1928,-0.0171,-0.0686,238.8
0.192,-0.0223,-0.087,238.85
0.1906,-0.0258,-3.86E-04,238.9
0.1894,-0.0224,0.0346,238.95
0.1884,-0.0224,0.0165,239
0.1871,-0.0207,0.0855,239.05
0.1863,-0.0138,0.1376,239.1
0.1858,-0.007,0.1378,239.15
0.1856,-5.57E-05,0.1204,239.2
0.1858,0.0051,0.1202,239.25
0.1861,0.012,0.1381,239.3
0.187,0.0189,0.0865,239.35
0.188,0.0206,0.0342,239.4
0.189,0.0223,0.052,239.45
0.1902,0.0258,0.0182,239.5
0.1916,0.0241,-0.0684,239.55
0.1926,0.019,-0.1032,239.6
0.1935,0.0138,-0.1032,239.65
0.194,0.0087,-0.103,239.7
0.1944,0.0035,-0.1204,239.75
0.1944,-0.0034,-0.1206,239.8
0.194,-0.0085,-0.1032,239.85
0.1935,-0.0137,-0.1034,239.9
0.1927,-0.0189,-0.0866,239.95
0.1916,-0.0224,-0.0352,240
0.1904,-0.0224,0.0344,240.05
0.1894,-0.0189,0.0344,240.1
0.1885,-0.019,0.0337,240.15
0.1875,-0.0156,0.1032,240.2
0.187,-0.0086,0.1032,240.25
0.1866,-0.0052,0.1028,240.3
0.1864,0.0016,0.138,240.35
0.1868,0.0086,0.1036,240.4
0.1873,0.012,0.0688,240.45
0.188,0.0154,0.0692,240.5
0.1888,0.0189,0.0348,240.55
0.1899,0.0189,1.92E-04,240.6
0.1907,0.0189,-0.0166,240.65
0.1918,0.0173,-0.0686,240.7
0.1925,0.0121,-0.086,240.75
0.193,0.0087,-0.0858,240.8
0.1933,0.0035,-0.1032,240.85
0.1933,-0.0017,-0.1032,240.9
0.1932,-0.0068,-0.1034,240.95
0.1926,-0.012,-0.0862,241
0.192,-0.0154,-0.0692,241.05
0.1911,-0.0189,-0.0352,241.1
0.1901,-0.019,0.0344,241.15
0.1892,-0.0155,0.0346,241.2
0.1885,-0.0155,0.0165,241.25
0.1877,-0.0138,0.0854,241.3
0.1871,-0.007,0.138,241.35
0.187,-3.74E-05,0.1034,241.4
0.1871,0.0034,0.0856,241.45
0.1873,0.0085,0.1208,241.5
0.188,0.0155,0.0867,241.55
0.1888,0.0172,0.0172,241.6
0.1897,0.0172,0.0172,241.65
0.1906,0.0189,0.0178,241.7
0.1916,0.019,-0.0338,241.75
0.1925,0.0155,-0.0858,241.8
0.1932,0.0104,-0.1032,241.85
0.1935,0.0052,-0.1032,241.9
0.1937,5.81E-05,-0.1032,241.95
0.1935,-0.0051,-0.1032,242
0.1932,-0.0103,-0.1034,242.05
0.1925,-0.0154,-0.0862,242.1
0.1916,-0.0189,-0.0694,242.15
0.1906,-0.0224,-0.0178,242.2
0.1894,-0.0207,0.0344,242.25
0.1885,-0.0189,0.034,242.3
0.1875,-0.0173,0.0684,242.35
0.1868,-0.0121,0.103,242.4
0.1863,-0.007,0.1204,242.45
0.1861,-5.59E-05,0.1206,242.5
0.1863,0.0051,0.103,242.55
0.1866,0.0102,0.1206,242.6
0.1873,0.0172,0.1039,242.65
0.1883,0.0206,0.0344,242.7
0.1894,0.0206,0.0346,242.75
0.1904,0.0241,0.0182,242.8
0.1918,0.0224,-0.0688,242.85
0.1926,0.0172,-0.0688,242.9
0.1935,0.0155,-0.0682,242.95
0.1942,0.0104,-0.1202,243
0.1945,0.0035,-0.1376,243.05
0.1945,-0.0034,-0.1378,243.1
0.1942,-0.0103,-0.1208,243.15
0.1935,-0.0154,-0.0862,243.2
0.1927,-0.0189,-0.069,243.25
0.1916,-0.0223,-0.052,243.3
0.1904,-0.0241,-0.0176,243.35
0.1892,-0.0241,0.0166,243.4
0.188,-0.0224,0.0684,243.45
0.187,-0.0173,0.103,243.5
0.1863,-0.0121,0.1202,243.55
0.1858,-0.0052,0.1378,243.6
0.1858,0.0017,0.1206,243.65
0.1859,0.0068,0.1032,243.7
0.1864,0.012,0.1032,243.75
0.1871,0.0171,0.1038,243.8
0.1882,0.0224,0.0522,243.85
0.1894,0.0224,6.63E-14,243.9
0.1904,0.0224,5.78E-04,243.95
0.1916,0.0224,-0.051,244
0.1926,0.0173,-0.1034,244.05
0.1933,0.0121,-0.0858,244.1
0.1938,0.0087,-0.1028,244.15
0.1942,0.0018,-0.1378,244.2
0.194,-0.0051,-0.1208,244.25
0.1937,-0.0103,-0.0862,244.3
0.193,-0.0137,-0.0688,244.35
0.1923,-0.0172,-0.0692,244.4
0.1913,-0.0206,-0.035,244.45
0.1902,-0.0207,0.017,244.5
0.1892,-0.0189,0.0342,244.55
0.1883,-0.0172,0.0512,244.6
0.1875,-0.0138,0.0858,244.65
0.187,-0.0087,0.103,244.7
0.1866,-0.0035,0.1202,244.75
0.1866,0.0034,0.138,244.8
0.187,0.0103,0.1038,244.85
0.1876,0.0137,0.0518,244.9
0.1883,0.0155,0.0344,244.95
0.1892,0.0172,0.0346,245
0.19,0.0189,0.018,245.05
0.1911,0.019,-0.0512,245.1
0.1919,0.0138,-0.0862,245.15
0.1925,0.0104,-0.0686,245.2
0.193,0.0069,-0.0858,245.25
0.1932,0.0018,-0.1032,245.3
0.1932,-0.0034,-0.1034,245.35
0.1928,-0.0086,-0.086,245.4
0.1923,-0.012,-0.0862,245.45
0.1916,-0.0172,-0.0696,245.5
0.1906,-0.0189,-3.81E-04,245.55
0.1897,-0.0172,0.0344,245.6
0.1889,-0.0155,0.0342,245.65
0.1882,-0.0138,0.0512,245.7
0.1875,-0.0104,0.0858,245.75
0.1871,-0.0052,0.103,245.8
0.187,-7.49E-05,0.1204,245.85
0.1871,0.0068,0.1208,245.9
0.1876,0.012,0.0864,245.95
0.1883,0.0155,0.052,246
0.1892,0.0172,0.0172,246.05
0.1901,0.0172,0.0174,246.1
0.1909,0.0189,7.67E-04,246.15
0.1919,0.0173,-0.0686,246.2
0.1926,0.0121,-0.086,246.25
0.1932,0.0087,-0.0858,246.3
0.1935,0.0035,-0.1032,246.35
0.1935,-0.0017,-0.1032,246.4
0.1933,-0.0068,-0.1034,246.45
0.1928,-0.012,-0.0862,246.5
0.1921,-0.0154,-0.069,246.55
0.1913,-0.0189,-0.052,246.6
0.1902,-0.0206,-0.0176,246.65
0.1892,-0.0207,0.0168,246.7
0.1882,-0.019,0.0512,246.75
0.1873,-0.0155,0.0858,246.8
0.1866,-0.0104,0.1032,246.85
0.1863,-0.0052,0.103,246.9
0.1861,-7.45E-05,0.1204,246.95
0.1863,0.0068,0.1206,247
0.1868,0.012,0.1034,247.05
0.1875,0.0172,0.0864,247.1
0.1885,0.0206,0.052,247.15
0.1895,0.0224,0.0176,247.2
0.1907,0.0224,-0.017,247.25
0.1918,0.0207,-0.034,247.3
0.1928,0.019,-0.0682,247.35
0.1937,0.0138,-0.1204,247.4
0.1942,0.0069,-0.1204,247.45
0.1944,0.0018,-0.1202,247.5
0.1944,-0.0051,-0.138,247.55
0.1939,-0.012,-0.1036,247.6
0.1932,-0.0154,-0.0688,247.65
0.1923,-0.0189,-0.0692,247.7
0.1913,-0.0224,-0.0348,247.75
0.1901,-0.0224,6.91E-14,247.8
0.189,-0.0224,-7.47E-04,247.85
0.1878,-0.0224,0.0681,247.9
0.1868,-0.0156,0.138,247.95
0.1863,-0.0086,0.1032,248
0.1859,-0.0052,0.1028,248.05
0.1858,0.0016,0.1378,248.1
0.1861,0.0085,0.1206,248.15
0.1866,0.0137,0.1036,248.2
0.1875,0.0189,0.0694,248.25
0.1885,0.0206,0.0172,248.3
0.1895,0.0206,0.0174,248.35
0.1906,0.0224,7.66E-04,248.4
0.1918,0.0207,-0.0686,248.45
0.1926,0.0155,-0.086,248.5
0.1933,0.0121,-0.0856,248.55
0.1938,0.007,-0.1202,248.6
0.194,7.75E-05,-0.138,248.65
0.1938,-0.0068,-0.1036,248.7
0.1933,-0.0103,-0.0686,248.75
0.1928,-0.0137,-0.0862,248.8
0.192,-0.0189,-0.0696,248.85
0.1909,-0.0207,-3.82E-04,248.9
0.1899,-0.0189,0.0344,248.95
0.189,-0.0172,0.0342,249
0.1882,-0.0155,0.0512,249.05
0.1875,-0.0121,0.0856,249.1
0.187,-0.007,0.1204,249.15
0.1868,-5.61E-05,0.1206,249.2
0.187,0.0051,0.1034,249.25
0.1873,0.0103,0.0864,249.3
0.188,0.0137,0.0518,249.35
0.1887,0.0155,0.0346,249.4
0.1895,0.0172,0.0174,249.45
0.1904,0.0172,3.84E-04,249.5
0.1913,0.0172,-0.0338,249.55
0.1921,0.0138,-0.0858,249.6
0.1926,0.0087,-0.1032,249.65
0.193,0.0035,-0.1034,249.7
0.193,-0.0017,-0.0862,249.75
0.1928,-0.0051,-0.0686,249.8
0.1925,-0.0085,-0.086,249.85
0.192,-0.0137,-0.0866,249.9
0.1911,-0.0172,-0.035,249.95
0.1902,-0.0172,0.0172,250
0.1894,-0.0155,0.0172,250.05
0.1887,-0.0155,0.0165,250.1
0.1878,-0.0138,0.0856,250.15
0.1873,-0.0069,0.1208,250.2
0.1871,-0.0018,0.086,250.25
0.1871,0.0017,0.0856,250.3
0.1873,0.0068,0.1208,250.35
0.1878,0.0137,0.0867,250.4
0.1887,0.0155,0.017,250.45
0.1894,0.0154,0.0344,250.5
0.1902,0.0189,0.0352,250.55
0.1913,0.019,-0.034,250.6
0.1921,0.0155,-0.0686,250.65
0.1928,0.0121,-0.0858,250.7
0.1933,0.0069,-0.1032,250.75
0.1935,0.0018,-0.1032,250.8
0.1935,-0.0034,-0.1032,250.85
0.1932,-0.0085,-0.1034,250.9
0.1926,-0.0137,-0.0864,250.95
0.1918,-0.0172,-0.0518,251
0.1909,-0.0189,-0.0346,251.05
0.1899,-0.0206,-0.0178,251.1
0.1889,-0.0207,0.034,251.15
0.1878,-0.0172,0.0688,251.2
0.1871,-0.0138,0.0684,251.25
0.1865,-0.0104,0.1028,251.3
0.1861,-0.0035,0.1378,251.35
0.1861,0.0034,0.1206,251.4
0.1864,0.0085,0.1032,251.45
0.187,0.0137,0.1036,251.5
0.1878,0.0189,0.0692,251.55
0.1888,0.0206,0.0346,251.6
0.1899,0.0224,0.0178,251.65
0.1911,0.0224,-0.034,251.7
0.1921,0.019,-0.0688,251.75
0.193,0.0155,-0.0686,251.8
0.1937,0.0121,-0.0856,251.85
0.1942,0.007,-0.1202,251.9
0.1944,7.77E-05,-0.1378,251.95
0.1942,-0.0068,-0.1208,252
0.1937,-0.012,-0.0862,252.05
0.193,-0.0154,-0.0688,252.1
0.1921,-0.0189,-0.0692,252.15
0.1911,-0.0224,-0.035,252.2
0.1899,-0.0224,0.017,252.25
0.1889,-0.0207,0.0342,252.3
0.1878,-0.019,0.0512,252.35
0.187,-0.0155,0.0855,252.4
0.1863,-0.0104,0.1376,252.45
0.1859,-0.0018,0.138,252.5
0.1861,0.0034,0.103,252.55
0.1863,0.0085,0.1208,252.6
0.187,0.0155,0.0866,252.65
0.1878,0.0172,0.0342,252.7
0.1887,0.0189,0.0518,252.75
0.1897,0.0224,0.0353,252.8
0.1909,0.0224,-0.0512,252.85
0.1919,0.0172,-0.0862,252.9
0.1926,0.0138,-0.0684,252.95
0.1933,0.0104,-0.103,253
0.1937,0.0035,-0.1206,253.05
0.1937,-0.0017,-0.1034,253.1
0.1935,-0.0068,-0.0862,253.15
0.193,-0.0103,-0.0686,253.2
0.1925,-0.0137,-0.0864,253.25
0.1916,-0.0189,-0.0524,253.3
0.1906,-0.0189,0.0172,253.35
0.1897,-0.0172,0.017,253.4
0.1889,-0.0172,0.0338,253.45
0.188,-0.0138,0.086,253.5
0.1875,-0.0086,0.086,253.55
0.1871,-0.0052,0.0856,253.6
0.187,-7.49E-05,0.1204,253.65
0.1871,0.0068,0.121,253.7
0.1876,0.012,0.0692,253.75
0.1883,0.0137,0.0344,253.8
0.189,0.0155,0.0346,253.85
0.1899,0.0172,0.0178,253.9
0.1907,0.0172,-0.034,253.95
0.1916,0.0138,-0.069,254
0.1921,0.0103,-0.0512,254.05
0.1926,0.0087,-0.0856,254.1
0.193,0.0018,-0.121,254.15
0.1928,-0.0034,-0.0688,254.2
0.1926,-0.0051,-0.0684,254.25
0.1923,-0.0103,-0.1036,254.3
0.1916,-0.0155,-0.0696,254.35
0.1908,-0.0172,-1.92E-04,254.4
0.1899,-0.0155,0.0172,254.45
0.1892,-0.0155,0.0168,254.5
0.1883,-0.0138,0.0514,254.55
0.1878,-0.0104,0.0686,254.6
0.1873,-0.0069,0.0858,254.65
0.1871,-0.0018,0.103,254.7
0.1871,0.0034,0.1206,254.75
0.1875,0.0103,0.1038,254.8
0.1882,0.0137,0.0518,254.85
0.1888,0.0155,0.0344,254.9
0.1897,0.0172,0.0346,254.95
0.1906,0.0189,0.018,255
0.1916,0.019,-0.0512,255.05
0.1925,0.0138,-0.0862,255.1
0.193,0.0104,-0.0684,255.15
0.1935,0.007,-0.103,255.2
0.1937,5.81E-05,-0.1206,255.25
0.1935,-0.0051,-0.1034,255.3
0.1932,-0.0103,-0.0862,255.35
0.1925,-0.0137,-0.0688,255.4
0.1918,-0.0172,-0.0692,255.45
0.1908,-0.0206,-0.0348,255.5
0.1897,-0.0206,-3.75E-04,255.55
0.1887,-0.0207,0.0338,255.6
0.1877,-0.0173,0.086,255.65
0.187,-0.0121,0.086,255.7
0.1865,-0.0087,0.0856,255.75
0.1861,-0.0035,0.1202,255.8
0.1861,0.0034,0.1378,255.85
0.1864,0.0103,0.1208,255.9
0.1871,0.0154,0.0864,255.95
0.188,0.0189,0.0518,256
0.189,0.0206,0.0346,256.05
0.19,0.0224,0.0178,256.1
0.1913,0.0224,-0.0338,256.15
0.1923,0.019,-0.086,256.2
0.1932,0.0138,-0.0862,256.25
0.1937,0.0104,-0.0682,256.3
0.1942,0.007,-0.12,256.35
0.1944,-0.0016,-0.1554,256.4
0.194,-0.0086,-0.1036,256.45
0.1935,-0.012,-0.0686,256.5
0.1928,-0.0154,-0.0862,256.55
0.192,-0.0206,-0.0696,256.6
0.1908,-0.0224,-1.93E-04,256.65
0.1897,-0.0206,0.017,256.7
0.1887,-0.0207,0.0338,256.75
0.1877,-0.0173,0.086,256.8
0.187,-0.0121,0.0858,256.85
0.1865,-0.0087,0.1028,256.9
0.1861,-0.0018,0.1378,256.95
